coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,message,snow
"{'lon': -113.7928, 'lat': 42.5357}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 270.15, 'feels_like': 265.02, 'temp_min': 270.15, 'temp_max': 270.15, 'pressure': 1025, 'humidity': 86}",10000.0,"{'speed': 3.6, 'deg': 60}",{'all': 1},1610118061.0,"{'type': 1, 'id': 3536, 'country': 'US', 'sunrise': 1610118265, 'sunset': 1610151555}",-25200.0,5587385.0,Burley,200,,,
"{'lon': 96.1285, 'lat': 4.1363}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 297.65, 'feels_like': 301.03, 'temp_min': 297.65, 'temp_max': 297.65, 'pressure': 1009, 'humidity': 90, 'sea_level': 1009, 'grnd_level': 1009}",10000.0,"{'speed': 2.46, 'deg': 56}",{'all': 100},1610118213.0,"{'country': 'ID', 'sunrise': 1610063105, 'sunset': 1610105923}",25200.0,1214488.0,Meulaboh,200,,,
"{'lon': 134.6333, 'lat': 67.6333}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 242.56, 'feels_like': 238.54, 'temp_min': 242.56, 'temp_max': 242.56, 'pressure': 1010, 'humidity': 86, 'sea_level': 1010, 'grnd_level': 981}",2637.0,"{'speed': 0.22, 'deg': 3}",{'all': 98},1610118213.0,"{'country': 'RU', 'sunrise': 1610157195, 'sunset': 1610166195}",36000.0,2027044.0,Batagay,200,,,
"{'lon': 87.6005, 'lat': 43.801}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 257.15, 'feels_like': 252.9, 'temp_min': 257.15, 'temp_max': 257.15, 'pressure': 1039, 'humidity': 78}",2500.0,"{'speed': 1, 'deg': 0}",{'all': 89},1610118214.0,"{'type': 1, 'id': 9677, 'country': 'CN', 'sunrise': 1610070181, 'sunset': 1610102942}",28800.0,1529102.0,Ürümqi,200,,,
"{'lon': -72.4167, 'lat': -35.3333}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 293.11, 'feels_like': 290.42, 'temp_min': 293.11, 'temp_max': 293.11, 'pressure': 1015, 'humidity': 44, 'sea_level': 1015, 'grnd_level': 1012}",10000.0,"{'speed': 2.95, 'deg': 235}",{'all': 84},1610118214.0,"{'country': 'CL', 'sunrise': 1610099068, 'sunset': 1610150886}",-10800.0,3893726.0,Constitución,200,,,
"{'lon': -122.4286, 'lat': 37.4636}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 282.28, 'feels_like': 280.16, 'temp_min': 280.37, 'temp_max': 284.26, 'pressure': 1024, 'humidity': 87}",8047.0,"{'speed': 2.06, 'deg': 160}",{'all': 90},1610118214.0,"{'type': 1, 'id': 4322, 'country': 'US', 'sunrise': 1610119465, 'sunset': 1610154502}",-28800.0,5354943.0,Half Moon Bay,200,,,
"{'lon': -1.0519, 'lat': 44.5875}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 279.07, 'feels_like': 274.62, 'temp_min': 278.15, 'temp_max': 279.82, 'pressure': 1016, 'humidity': 56}",10000.0,"{'speed': 3.09, 'deg': 50}",{'all': 0},1610118214.0,"{'type': 1, 'id': 6448, 'country': 'FR', 'sunrise': 1610091612, 'sunset': 1610124077}",3600.0,6621469.0,Arrondissement d'Arcachon,200,,,
"{'lon': -40.2925, 'lat': -20.3297}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 304.54, 'feels_like': 304.16, 'temp_min': 304.26, 'temp_max': 305.15, 'pressure': 1011, 'humidity': 55}",10000.0,"{'speed': 6.69, 'deg': 30}",{'all': 20},1610117959.0,"{'type': 1, 'id': 8474, 'country': 'BR', 'sunrise': 1610093346, 'sunset': 1610141184}",-10800.0,3445026.0,Vila Velha,200,,,
"{'lon': -40.12, 'lat': -2.8856}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 304.77, 'feels_like': 303.12, 'temp_min': 304.77, 'temp_max': 304.77, 'pressure': 1011, 'humidity': 54, 'sea_level': 1011, 'grnd_level': 1010}",10000.0,"{'speed': 8.45, 'deg': 87}",{'all': 84},1610118214.0,"{'country': 'BR', 'sunrise': 1610095125, 'sunset': 1610139322}",-10800.0,3408368.0,Acaraú,200,,,
"{'lon': -80.4498, 'lat': 26.6503}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 292.95, 'feels_like': 293.07, 'temp_min': 292.59, 'temp_max': 293.15, 'pressure': 1014, 'humidity': 83}",10000.0,"{'speed': 3.13, 'deg': 0, 'gust': 4.92}",{'all': 100},1610118214.0,"{'type': 3, 'id': 2017581, 'country': 'US', 'sunrise': 1610107893, 'sunset': 1610145917}",-18000.0,4167510.0,Palm Beach,200,,,
"{'lon': -57.5575, 'lat': -38.0023}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 292.28, 'feels_like': 288.04, 'temp_min': 291.48, 'temp_max': 294.15, 'pressure': 1012, 'humidity': 56}",10000.0,"{'speed': 6.17, 'deg': 220}",{'all': 40},1610118156.0,"{'type': 1, 'id': 8305, 'country': 'AR', 'sunrise': 1610095060, 'sunset': 1610147759}",-10800.0,3430863.0,Mar del Plata,200,,,
"{'lon': -97.8558, 'lat': 55.7435}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 263.15, 'feels_like': 258.94, 'temp_min': 263.15, 'temp_max': 263.15, 'pressure': 1023, 'humidity': 92}",10000.0,"{'speed': 1.54, 'deg': 210}",{'all': 1},1610118214.0,"{'type': 1, 'id': 935, 'country': 'CA', 'sunrise': 1610117835, 'sunset': 1610144333}",-21600.0,6165406.0,Thompson,200,,,
"{'lon': 72.9333, 'lat': 0.5333}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 301.5, 'feels_like': 302.3, 'temp_min': 301.5, 'temp_max': 301.5, 'pressure': 1008, 'humidity': 79, 'sea_level': 1008, 'grnd_level': 1008}",10000.0,"{'speed': 7.46, 'deg': 314}",{'all': 100},1610118214.0,"{'country': 'MV', 'sunrise': 1610068320, 'sunset': 1610111846}",18000.0,1337610.0,Thinadhoo,200,,,
"{'lon': 112.2051, 'lat': -6.8844}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 299.52, 'feels_like': 303.21, 'temp_min': 299.52, 'temp_max': 299.52, 'pressure': 1008, 'humidity': 83, 'sea_level': 1008, 'grnd_level': 1008}",10000.0,"{'speed': 2.41, 'deg': 224}",{'all': 100},1610118215.0,"{'country': 'ID', 'sunrise': 1610058158, 'sunset': 1610103152}",25200.0,8079926.0,Labuhan,200,{'1h': 1.332},,
"{'lon': -46.0333, 'lat': 60.7167}","[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,"{'temp': 274.15, 'feels_like': 271.21, 'temp_min': 274.15, 'temp_max': 274.15, 'pressure': 1014, 'humidity': 100}",1500.0,"{'speed': 1.58, 'deg': 125}",{'all': 90},1610118215.0,"{'type': 1, 'id': 47, 'country': 'GL', 'sunrise': 1610107619, 'sunset': 1610129667}",-10800.0,3420846.0,Qaqortoq,200,,,
,,,,,,,,,,,,404,,city not found,
"{'lon': -90.4, 'lat': 20.8667}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 294.96, 'feels_like': 293.03, 'temp_min': 294.96, 'temp_max': 294.96, 'pressure': 1021, 'humidity': 64, 'sea_level': 1021, 'grnd_level': 1021}",10000.0,"{'speed': 4.9, 'deg': 354}",{'all': 0},1610118215.0,"{'country': 'MX', 'sunrise': 1610109607, 'sunset': 1610148981}",-21600.0,3531368.0,Celestún,200,,,
"{'lon': -73.2472, 'lat': -3.7481}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 300.15, 'feels_like': 302.67, 'temp_min': 300.15, 'temp_max': 300.15, 'pressure': 1015, 'humidity': 74}",10000.0,"{'speed': 3.09, 'deg': 180}",{'all': 75},1610118215.0,"{'type': 1, 'id': 8694, 'country': 'PE', 'sunrise': 1610102993, 'sunset': 1610147359}",-18000.0,3696183.0,Iquitos,200,,,
"{'lon': 55.7679, 'lat': -21.3585}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 295.5, 'feels_like': 293.67, 'temp_min': 292.59, 'temp_max': 300.15, 'pressure': 1008, 'humidity': 69}",10000.0,"{'speed': 5.66, 'deg': 140}",{'all': 0},1610118142.0,"{'type': 1, 'id': 2127, 'country': 'RE', 'sunrise': 1610070162, 'sunset': 1610118246}",14400.0,935215.0,Saint-Philippe,200,{'1h': 0.2},,
"{'lon': 64.9053, 'lat': 36.4141}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 266, 'feels_like': 262, 'temp_min': 266, 'temp_max': 266, 'pressure': 1037, 'humidity': 92, 'sea_level': 1037, 'grnd_level': 983}",10000.0,"{'speed': 1.55, 'deg': 53}",{'all': 0},1610118153.0,"{'country': 'AF', 'sunrise': 1610074343, 'sunset': 1610109677}",16200.0,1142226.0,Dawlatabad,200,,,
"{'lon': 150.7967, 'lat': -2.5744}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 301.21, 'feels_like': 302.33, 'temp_min': 301.21, 'temp_max': 301.21, 'pressure': 1006, 'humidity': 77, 'sea_level': 1006, 'grnd_level': 1005}",10000.0,"{'speed': 6.41, 'deg': 69}",{'all': 100},1610118215.0,"{'country': 'PG', 'sunrise': 1610135748, 'sunset': 1610179882}",36000.0,2094342.0,Kavieng,200,,,
"{'lon': -40.8244, 'lat': -21.0433}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 301.5, 'feels_like': 304.08, 'temp_min': 301.5, 'temp_max': 301.5, 'pressure': 1011, 'humidity': 74, 'sea_level': 1011, 'grnd_level': 1009}",10000.0,"{'speed': 4.01, 'deg': 58}",{'all': 5},1610118215.0,"{'country': 'BR', 'sunrise': 1610093391, 'sunset': 1610141394}",-10800.0,3457819.0,Marataizes,200,,,
"{'lon': 32.0377, 'lat': -28.783}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 300.71, 'feels_like': 301.34, 'temp_min': 300.71, 'temp_max': 300.71, 'pressure': 1009, 'humidity': 67, 'sea_level': 1009, 'grnd_level': 1008}",10000.0,"{'speed': 4.99, 'deg': 76}",{'all': 0},1610118215.0,"{'country': 'ZA', 'sunrise': 1610074935, 'sunset': 1610124866}",7200.0,962367.0,Richards Bay,200,,,
"{'lon': -6.4869, 'lat': 9.5217}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 310.72, 'feels_like': 308.21, 'temp_min': 310.72, 'temp_max': 310.72, 'pressure': 1007, 'humidity': 16, 'sea_level': 1007, 'grnd_level': 963}",10000.0,"{'speed': 2.74, 'deg': 92}",{'all': 0},1610118216.0,"{'country': 'CI', 'sunrise': 1610088273, 'sunset': 1610130025}",0.0,2290836.0,Boundiali,200,,,
"{'lon': -3.9836, 'lat': 22.6783}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 309.73, 'feels_like': 302.55, 'temp_min': 309.73, 'temp_max': 309.73, 'pressure': 1010, 'humidity': 8, 'sea_level': 1010, 'grnd_level': 995}",10000.0,"{'speed': 6.85, 'deg': 219}",{'all': 0},1610118147.0,"{'country': 'ML', 'sunrise': 1610089069, 'sunset': 1610128027}",0.0,2450173.0,Taoudenni,200,,,
,,,,,,,,,,,,404,,city not found,
"{'lon': 78.7, 'lat': 67.4667}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 251.54, 'feels_like': 244.34, 'temp_min': 251.54, 'temp_max': 251.54, 'pressure': 1029, 'humidity': 91, 'sea_level': 1029, 'grnd_level': 1025}",1663.0,"{'speed': 5.04, 'deg': 239}",{'all': 100},1610118216.0,"{'country': 'RU', 'sunrise': 1610084108, 'sunset': 1610093289}",18000.0,1489853.0,Tazovsky,200,,,
"{'lon': 18.9449, 'lat': 9.4515}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 309.99, 'feels_like': 305.37, 'temp_min': 309.99, 'temp_max': 309.99, 'pressure': 1005, 'humidity': 9, 'sea_level': 1005, 'grnd_level': 963}",10000.0,"{'speed': 3.52, 'deg': 40}",{'all': 99},1610118216.0,"{'country': 'TD', 'sunrise': 1610082161, 'sunset': 1610123927}",3600.0,2429344.0,Kyabé,200,,,
"{'lon': -1.353, 'lat': 60.3964}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 275.15, 'feels_like': 270.24, 'temp_min': 275.15, 'temp_max': 275.15, 'pressure': 1020, 'humidity': 69}",10000.0,"{'speed': 3.6, 'deg': 10}",{'all': 20},1610118216.0,"{'type': 1, 'id': 1438, 'country': 'GB', 'sunrise': 1610096731, 'sunset': 1610119103}",0.0,2654970.0,Brae,200,,,
"{'lon': 6.6147, 'lat': 36.365}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 294.15, 'feels_like': 288.14, 'temp_min': 294.15, 'temp_max': 294.15, 'pressure': 1007, 'humidity': 37}",10000.0,"{'speed': 7.2, 'deg': 260}",{'all': 20},1610118216.0,"{'type': 1, 'id': 1074, 'country': 'DZ', 'sunrise': 1610088324, 'sunset': 1610123683}",3600.0,2501152.0,Constantine,200,,,
"{'lon': 127.7558, 'lat': 26.1842}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 284.15, 'feels_like': 275.88, 'temp_min': 284.15, 'temp_max': 284.15, 'pressure': 1022, 'humidity': 76}",8000.0,"{'speed': 10.8, 'deg': 330, 'gust': 16.46}",{'all': 75},1610118216.0,"{'type': 1, 'id': 8137, 'country': 'JP', 'sunrise': 1610144270, 'sunset': 1610182423}",32400.0,1855342.0,Nishihara,200,,,
,,,,,,,,,,,,404,,city not found,
"{'lon': 127.9761, 'lat': 26.5881}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 284.15, 'feels_like': 275.88, 'temp_min': 284.15, 'temp_max': 284.15, 'pressure': 1022, 'humidity': 76}",8000.0,"{'speed': 10.8, 'deg': 330, 'gust': 16.46}",{'all': 75},1610118217.0,"{'type': 1, 'id': 8137, 'country': 'JP', 'sunrise': 1610144266, 'sunset': 1610182321}",32400.0,1856068.0,Nago,200,,,
"{'lon': 153.6833, 'lat': 67.45}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 242.68, 'feels_like': 238.3, 'temp_min': 242.68, 'temp_max': 242.68, 'pressure': 1007, 'humidity': 85, 'sea_level': 1007, 'grnd_level': 1004}",10000.0,"{'speed': 0.73, 'deg': 238}",{'all': 89},1610118145.0,"{'country': 'RU', 'sunrise': 1610152282, 'sunset': 1610161962}",39600.0,2121025.0,Srednekolymsk,200,,,
"{'lon': 100.3543, 'lat': -0.9492}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 299.72, 'feels_like': 302.81, 'temp_min': 299.72, 'temp_max': 299.72, 'pressure': 1010, 'humidity': 77, 'sea_level': 1010, 'grnd_level': 1010}",4642.0,"{'speed': 2.45, 'deg': 260}",{'all': 98},1610118141.0,"{'country': 'ID', 'sunrise': 1610061591, 'sunset': 1610105408}",25200.0,1633419.0,Padang,200,{'1h': 1.153},,
"{'lon': 41.867, 'lat': 3.9366000000000003}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 305.91, 'feels_like': 302.14, 'temp_min': 305.91, 'temp_max': 305.91, 'pressure': 1006, 'humidity': 18, 'sea_level': 1006, 'grnd_level': 982}",10000.0,"{'speed': 3.87, 'deg': 30}",{'all': 0},1610118217.0,"{'country': 'KE', 'sunrise': 1610076112, 'sunset': 1610118970}",10800.0,187896.0,Mandera,200,,,
"{'lon': 26.6876, 'lat': 13.6017}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 302, 'feels_like': 294.55, 'temp_min': 302, 'temp_max': 302, 'pressure': 1010, 'humidity': 15, 'sea_level': 1010, 'grnd_level': 944}",10000.0,"{'speed': 7.73, 'deg': 37}",{'all': 0},1610118217.0,"{'country': 'SD', 'sunrise': 1610080724, 'sunset': 1610121646}",7200.0,364933.0,Umm Kaddadah,200,,,
"{'lon': 121.9, 'lat': -33.8667}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 294.15, 'feels_like': 290.92, 'temp_min': 294.15, 'temp_max': 294.15, 'pressure': 1017, 'humidity': 49}",10000.0,"{'speed': 4.63, 'deg': 60}",{'all': 0},1610118137.0,"{'type': 1, 'id': 9525, 'country': 'AU', 'sunrise': 1610052631, 'sunset': 1610104024}",28800.0,2071860.0,Esperance,200,,,
"{'lon': -122.7002, 'lat': 58.8053}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 254.15, 'feels_like': 249.81, 'temp_min': 254.15, 'temp_max': 254.15, 'pressure': 1016, 'humidity': 84}",10000.0,"{'speed': 1.03, 'deg': 0}",{'all': 40},1610118011.0,"{'type': 1, 'id': 986, 'country': 'CA', 'sunrise': 1610125045, 'sunset': 1610149052}",-25200.0,5955902.0,Fort Nelson,200,,,
"{'lon': 13.84, 'lat': -18.0607}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 300.27, 'feels_like': 300.84, 'temp_min': 300.27, 'temp_max': 300.27, 'pressure': 1006, 'humidity': 45, 'sea_level': 1006, 'grnd_level': 884}",10000.0,"{'speed': 1.06, 'deg': 225}",{'all': 100},1610118156.0,"{'country': 'NA', 'sunrise': 1610080604, 'sunset': 1610127935}",7200.0,3354077.0,Opuwo,200,{'1h': 0.67},,
"{'lon': 98.5174, 'lat': 39.7432}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 257.9, 'feels_like': 253.47, 'temp_min': 257.9, 'temp_max': 257.9, 'pressure': 1033, 'humidity': 72, 'sea_level': 1033, 'grnd_level': 854}",10000.0,"{'speed': 1.25, 'deg': 333}",{'all': 99},1610118217.0,"{'country': 'CN', 'sunrise': 1610066817, 'sunset': 1610101065}",28800.0,1279945.0,Jiuquan,200,,,
"{'lon': 125.4092, 'lat': -8.9266}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 290.42, 'feels_like': 292.41, 'temp_min': 290.42, 'temp_max': 290.42, 'pressure': 1007, 'humidity': 100, 'sea_level': 1007, 'grnd_level': 853}",10000.0,"{'speed': 0.71, 'deg': 52}",{'all': 97},1610118217.0,"{'country': 'TL', 'sunrise': 1610141213, 'sunset': 1610186607}",32400.0,1651810.0,Airai,200,,,
"{'lon': -135.0538, 'lat': 60.7161}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 269.15, 'feels_like': 262.03, 'temp_min': 269.15, 'temp_max': 269.15, 'pressure': 1002, 'humidity': 80}",10000.0,"{'speed': 6.17, 'deg': 190}",{'all': 20},1610118218.0,"{'type': 1, 'id': 983, 'country': 'CA', 'sunrise': 1610128966, 'sunset': 1610151062}",-25200.0,6180550.0,Whitehorse,200,,,
"{'lon': 140.8333, 'lat': 35.7333}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 270.15, 'feels_like': 266.27, 'temp_min': 270.15, 'temp_max': 270.15, 'pressure': 1008, 'humidity': 74}",10000.0,"{'speed': 1.54, 'deg': 290}",{'all': 20},1610118153.0,"{'type': 1, 'id': 7955, 'country': 'JP', 'sunrise': 1610142413, 'sunset': 1610178001}",32400.0,2112802.0,Hasaki,200,,,
"{'lon': 12.3689, 'lat': -6.1349}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 302.15, 'feels_like': 306.4, 'temp_min': 302.15, 'temp_max': 302.15, 'pressure': 1009, 'humidity': 79}",10000.0,"{'speed': 3.09, 'deg': 300}",{'all': 20},1610118218.0,"{'type': 1, 'id': 2165, 'country': 'AO', 'sunrise': 1610082202, 'sunset': 1610127043}",3600.0,2236967.0,Soyo,200,,,
"{'lon': 102.5, 'lat': 71.9667}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 245, 'feels_like': 238.17, 'temp_min': 245, 'temp_max': 245, 'pressure': 1024, 'humidity': 88, 'sea_level': 1024, 'grnd_level': 1020}",10000.0,"{'speed': 4.29, 'deg': 43}",{'all': 79},1610118134.0,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",25200.0,2022572.0,Khatanga,200,,,
"{'lon': -53.1147, 'lat': 48.6499}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 277.23, 'feels_like': 275.57, 'temp_min': 276.15, 'temp_max': 278.71, 'pressure': 990, 'humidity': 100}",9045.0,"{'speed': 0.51, 'deg': 60}",{'all': 99},1610118218.0,"{'type': 1, 'id': 719, 'country': 'CA', 'sunrise': 1610105005, 'sunset': 1610135681}",-12600.0,5905393.0,Bonavista,200,{'1h': 0.31},,
"{'lon': 127.4, 'lat': 46.0833}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 244.35, 'feels_like': 238.82, 'temp_min': 244.35, 'temp_max': 244.35, 'pressure': 1021, 'humidity': 86, 'sea_level': 1021, 'grnd_level': 1002}",10000.0,"{'speed': 2.41, 'deg': 224}",{'all': 92},1610118218.0,"{'country': 'CN', 'sunrise': 1610061103, 'sunset': 1610092911}",28800.0,2038421.0,Bayan,200,,,
"{'lon': 31.0838, 'lat': 51.801}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 273.04, 'feels_like': 267, 'temp_min': 273.04, 'temp_max': 273.04, 'pressure': 1011, 'humidity': 97, 'sea_level': 1011, 'grnd_level': 993}",10000.0,"{'speed': 5.68, 'deg': 267}",{'all': 100},1610118218.0,"{'country': 'UA', 'sunrise': 1610085633, 'sunset': 1610114626}",7200.0,695653.0,Ripky,200,,,
"{'lon': 114.0833, 'lat': 71.9167}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 241.26, 'feels_like': 235, 'temp_min': 241.26, 'temp_max': 241.26, 'pressure': 1022, 'humidity': 85, 'sea_level': 1022, 'grnd_level': 1021}",3362.0,"{'speed': 3.4, 'deg': 317}",{'all': 100},1610118137.0,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",32400.0,2017155.0,Saskylakh,200,,,
"{'lon': -35.7353, 'lat': -9.6658}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 304.15, 'feels_like': 306.07, 'temp_min': 304.15, 'temp_max': 304.15, 'pressure': 1014, 'humidity': 62}",10000.0,"{'speed': 4.63, 'deg': 80}",{'all': 75},1610117971.0,"{'type': 1, 'id': 8413, 'country': 'BR', 'sunrise': 1610093395, 'sunset': 1610138946}",-10800.0,3395981.0,Maceió,200,,,
"{'lon': -130.3201, 'lat': 54.3161}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 283.15, 'feels_like': 274.17, 'temp_min': 283.15, 'temp_max': 283.15, 'pressure': 999, 'humidity': 46}",10000.0,"{'speed': 9.77, 'deg': 130, 'gust': 15.43}",{'all': 75},1610118190.0,"{'type': 1, 'id': 883, 'country': 'CA', 'sunrise': 1610125128, 'sunset': 1610152628}",-28800.0,6113406.0,Prince Rupert,200,,,
"{'lon': 33.8129, 'lat': 27.2574}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 299.15, 'feels_like': 296.25, 'temp_min': 299.15, 'temp_max': 299.15, 'pressure': 1013, 'humidity': 36}",10000.0,"{'speed': 4.12, 'deg': 360}",{'all': 0},1610118040.0,"{'type': 1, 'id': 2513, 'country': 'EG', 'sunrise': 1610080544, 'sunset': 1610118405}",7200.0,361291.0,Hurghada,200,,,
