coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,message,snow
"{'lon': 6.1333, 'lat': 62.5833}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 273.62, 'feels_like': 267.46, 'temp_min': 273.15, 'temp_max': 274.26, 'pressure': 1017, 'humidity': 69}",10000.0,"{'speed': 5.14, 'deg': 140}",{'all': 0},1610118225.0,"{'type': 1, 'id': 1602, 'country': 'NO', 'sunrise': 1610096250, 'sunset': 1610115989}",3600.0,3141667.0,Roald,200,,,
"{'lon': 140.3, 'lat': 35.1333}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 274.15, 'feels_like': 269.81, 'temp_min': 274.15, 'temp_max': 274.15, 'pressure': 1008, 'humidity': 51}",10000.0,"{'speed': 2.06, 'deg': 290}",{'all': 20},1610118145.0,"{'type': 1, 'id': 8074, 'country': 'JP', 'sunrise': 1610142452, 'sunset': 1610178218}",32400.0,2112309.0,Katsuura,200,,,
"{'lon': 44.24, 'lat': 65.8522}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 251.14, 'feels_like': 246.07, 'temp_min': 251.14, 'temp_max': 251.14, 'pressure': 1028, 'humidity': 90, 'sea_level': 1028, 'grnd_level': 1026}",10000.0,"{'speed': 1.98, 'deg': 92}",{'all': 7},1610118225.0,"{'country': 'RU', 'sunrise': 1610089974, 'sunset': 1610103969}",10800.0,527321.0,Mezen',200,,,
,,,,,,,,,,,,404,,city not found,
"{'lon': 110.9928, 'lat': 35.0231}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 266.39, 'feels_like': 260.91, 'temp_min': 266.39, 'temp_max': 266.39, 'pressure': 1037, 'humidity': 59, 'sea_level': 1037, 'grnd_level': 990}",10000.0,"{'speed': 3.14, 'deg': 288}",{'all': 1},1610118225.0,"{'country': 'CN', 'sunrise': 1610063072, 'sunset': 1610098820}",28800.0,1785738.0,Yuncheng,200,,,
"{'lon': 150.7333, 'lat': -23.1333}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 297.15, 'feels_like': 295.63, 'temp_min': 297.15, 'temp_max': 297.15, 'pressure': 1009, 'humidity': 73}",10000.0,"{'speed': 6.69, 'deg': 120}",{'all': 90},1610118225.0,"{'type': 1, 'id': 9499, 'country': 'AU', 'sunrise': 1610133591, 'sunset': 1610182070}",36000.0,2142316.0,Yeppoon,200,,,
"{'lon': 88.524, 'lat': 56.116}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 253.18, 'feels_like': 248.81, 'temp_min': 253.18, 'temp_max': 253.18, 'pressure': 1044, 'humidity': 90, 'sea_level': 1044, 'grnd_level': 1015}",10000.0,"{'speed': 1.06, 'deg': 233}",{'all': 100},1610118225.0,"{'country': 'RU', 'sunrise': 1610073264, 'sunset': 1610099416}",25200.0,1488838.0,Tyazhinskiy,200,,,
"{'lon': -90.3518, 'lat': -0.7393000000000001}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 297.43, 'feels_like': 297.75, 'temp_min': 297.15, 'temp_max': 297.59, 'pressure': 1015, 'humidity': 83}",10000.0,"{'speed': 5.66, 'deg': 130}",{'all': 0},1610118155.0,"{'type': 1, 'id': 8521, 'country': 'EC', 'sunrise': 1610107395, 'sunset': 1610151170}",-21600.0,3652764.0,Puerto Ayora,200,,,
"{'lon': -97.0667, 'lat': 15.85}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 299.72, 'feels_like': 301.2, 'temp_min': 299.72, 'temp_max': 299.72, 'pressure': 1017, 'humidity': 54, 'sea_level': 1017, 'grnd_level': 1017}",10000.0,"{'speed': 0.99, 'deg': 57}",{'all': 46},1610118226.0,"{'country': 'MX', 'sunrise': 1610110664, 'sunset': 1610151125}",-21600.0,3520994.0,Puerto Escondido,200,,,
"{'lon': -80.6094, 'lat': 51.2585}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 257.66, 'feels_like': 249.85, 'temp_min': 257.15, 'temp_max': 258.15, 'pressure': 1027, 'humidity': 85}",10000.0,"{'speed': 6.17, 'deg': 220}",{'all': 1},1610118226.0,"{'type': 1, 'id': 860, 'country': 'CA', 'sunrise': 1610112277, 'sunset': 1610141610}",-18000.0,6078372.0,Moose Factory,200,,,
"{'lon': 90.5, 'lat': 50.35}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 250.76, 'feels_like': 245.93, 'temp_min': 250.76, 'temp_max': 250.76, 'pressure': 1048, 'humidity': 54, 'sea_level': 1048, 'grnd_level': 811}",10000.0,"{'speed': 1.44, 'deg': 269}",{'all': 26},1610118226.0,"{'country': 'RU', 'sunrise': 1610070978, 'sunset': 1610100753}",25200.0,1498283.0,Mugur-Aksy,200,,,
"{'lon': -135.0107, 'lat': 68.2191}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 250.15, 'feels_like': 245.34, 'temp_min': 250.15, 'temp_max': 250.15, 'pressure': 1004, 'humidity': 84}",10000.0,"{'speed': 1.54, 'deg': 150}",{'all': 1},1610118226.0,"{'type': 1, 'id': 821, 'country': 'CA', 'sunrise': 1610137055, 'sunset': 1610142952}",-25200.0,5882953.0,Aklavik,200,,,
"{'lon': 20.5791, 'lat': 32.5341}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 294.4, 'feels_like': 289.64, 'temp_min': 294.4, 'temp_max': 294.4, 'pressure': 1017, 'humidity': 47, 'sea_level': 1017, 'grnd_level': 1015}",10000.0,"{'speed': 6.67, 'deg': 206}",{'all': 0},1610118226.0,"{'country': 'LY', 'sunrise': 1610084413, 'sunset': 1610120890}",7200.0,88834.0,Tūkrah,200,,,
"{'lon': 48.4752, 'lat': 40.0095}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 280.15, 'feels_like': 277.66, 'temp_min': 280.15, 'temp_max': 280.15, 'pressure': 1021, 'humidity': 61}",10000.0,"{'speed': 0.72, 'deg': 27}",{'all': 0},1610118226.0,"{'type': 1, 'id': 7510, 'country': 'AZ', 'sunrise': 1610078872, 'sunset': 1610113037}",14400.0,585187.0,Sabirabad,200,,,
"{'lon': 45.0761, 'lat': 37.5527}","[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",stations,"{'temp': 271.15, 'feels_like': 266.27, 'temp_min': 271.15, 'temp_max': 271.15, 'pressure': 1026, 'humidity': 74}",2500.0,"{'speed': 3.09, 'deg': 20}",{'all': 40},1610118226.0,"{'type': 1, 'id': 7507, 'country': 'IR', 'sunrise': 1610079280, 'sunset': 1610114261}",12600.0,121801.0,Urmia,200,,,
"{'lon': 150.1833, 'lat': -35.7167}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 287.11, 'feels_like': 287.23, 'temp_min': 285.37, 'temp_max': 289.82, 'pressure': 948, 'humidity': 94}",10000.0,"{'speed': 1.17, 'deg': 266}",{'all': 96},1610118051.0,"{'type': 3, 'id': 2033442, 'country': 'AU', 'sunrise': 1610132004, 'sunset': 1610183921}",39600.0,2176639.0,Batemans Bay,200,,,
"{'lon': 24.2008, 'lat': -13.5927}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 298.61, 'feels_like': 300.73, 'temp_min': 298.61, 'temp_max': 298.61, 'pressure': 1007, 'humidity': 71, 'sea_level': 1007, 'grnd_level': 888}",10000.0,"{'speed': 2.12, 'deg': 294}",{'all': 100},1610118227.0,"{'country': 'ZM', 'sunrise': 1610078599, 'sunset': 1610124965}",7200.0,916246.0,Kabompo,200,,,
"{'lon': -64.6167, 'lat': 18.4167}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 300.16, 'feels_like': 302.09, 'temp_min': 299.26, 'temp_max': 301.15, 'pressure': 1019, 'humidity': 69}",10000.0,"{'speed': 3.09, 'deg': 110}",{'all': 20},1610118227.0,"{'type': 1, 'id': 8799, 'country': 'VG', 'sunrise': 1610103149, 'sunset': 1610143060}",-14400.0,3577430.0,Road Town,200,,,
"{'lon': 70.8333, 'lat': 66.8333}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 248.63, 'feels_like': 242.03, 'temp_min': 248.63, 'temp_max': 248.63, 'pressure': 1030, 'humidity': 89, 'sea_level': 1030, 'grnd_level': 1030}",10000.0,"{'speed': 4.06, 'deg': 234}",{'all': 98},1610118227.0,"{'country': 'RU', 'sunrise': 1610084901, 'sunset': 1610096273}",18000.0,1486321.0,Yar-Sale,200,,,
"{'lon': -120.2362, 'lat': 55.7666}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 259.15, 'feels_like': 254.65, 'temp_min': 259.15, 'temp_max': 259.15, 'pressure': 1018, 'humidity': 85}",10000.0,"{'speed': 1.54, 'deg': 230}",{'all': 1},1610118044.0,"{'type': 1, 'id': 783, 'country': 'CA', 'sunrise': 1610123212, 'sunset': 1610149702}",-25200.0,5935804.0,Dawson Creek,200,,,
"{'lon': 125.4636, 'lat': 5.4033}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 300.83, 'feels_like': 305.53, 'temp_min': 300.83, 'temp_max': 300.83, 'pressure': 1008, 'humidity': 75, 'sea_level': 1008, 'grnd_level': 1008}",10000.0,"{'speed': 0.65, 'deg': 256}",{'all': 98},1610118227.0,"{'country': 'PH', 'sunrise': 1610056188, 'sunset': 1610098756}",28800.0,1687186.0,Sarangani,200,,,
"{'lon': -52.3333, 'lat': 4.9333}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 297.15, 'feels_like': 301.89, 'temp_min': 297.15, 'temp_max': 297.15, 'pressure': 1013, 'humidity': 100}",10000.0,"{'speed': 1.54, 'deg': 0}",{'all': 75},1610118227.0,"{'type': 1, 'id': 8669, 'country': 'GF', 'sunrise': 1610098824, 'sunset': 1610141487}",-10800.0,3382160.0,Cayenne,200,{'1h': 0.49},,
"{'lon': -89.8275, 'lat': 13.5928}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 299.15, 'feels_like': 301.17, 'temp_min': 299.15, 'temp_max': 299.15, 'pressure': 1022, 'humidity': 61}",10000.0,"{'speed': 1.03, 'deg': 10}",{'all': 0},1610118227.0,"{'type': 1, 'id': 7209, 'country': 'SV', 'sunrise': 1610108692, 'sunset': 1610149621}",-21600.0,3587498.0,Acajutla,200,,,
"{'lon': 66.6019, 'lat': 66.53}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 248.32, 'feels_like': 242.36, 'temp_min': 248.32, 'temp_max': 248.32, 'pressure': 1030, 'humidity': 90, 'sea_level': 1030, 'grnd_level': 1028}",444.0,"{'speed': 3.14, 'deg': 214}",{'all': 100},1610118227.0,"{'country': 'RU', 'sunrise': 1610085474, 'sunset': 1610097731}",18000.0,1493197.0,Salekhard,200,,,
"{'lon': 15.1594, 'lat': -26.6481}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 297.35, 'feels_like': 290.65, 'temp_min': 297.35, 'temp_max': 297.35, 'pressure': 1008, 'humidity': 51, 'sea_level': 1008, 'grnd_level': 1004}",10000.0,"{'speed': 11.09, 'deg': 183}",{'all': 0},1610118135.0,"{'country': 'NA', 'sunrise': 1610079267, 'sunset': 1610128638}",7200.0,3355672.0,Lüderitz,200,,,
"{'lon': 108.9833, 'lat': 53.45}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 259.14, 'feels_like': 254.63, 'temp_min': 259.14, 'temp_max': 259.14, 'pressure': 1034, 'humidity': 93, 'sea_level': 1034, 'grnd_level': 975}",427.0,"{'speed': 1.63, 'deg': 336}",{'all': 100},1610118228.0,"{'country': 'RU', 'sunrise': 1610067439, 'sunset': 1610095417}",28800.0,2013986.0,Ust'-Barguzin,200,,,{'1h': 0.15}
,,,,,,,,,,,,404,,city not found,
"{'lon': 96.37, 'lat': 61.67}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 246.04, 'feels_like': 241.17, 'temp_min': 246.04, 'temp_max': 246.04, 'pressure': 1042, 'humidity': 82, 'sea_level': 1042, 'grnd_level': 1021}",10000.0,"{'speed': 1.5, 'deg': 291}",{'all': 76},1610118228.0,"{'country': 'RU', 'sunrise': 1610074025, 'sunset': 1610094888}",25200.0,1510689.0,Baykit,200,,,
"{'lon': -151.3333, 'lat': -22.4333}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 298.79, 'feels_like': 298.97, 'temp_min': 298.79, 'temp_max': 298.79, 'pressure': 1013, 'humidity': 78, 'sea_level': 1013, 'grnd_level': 1013}",10000.0,"{'speed': 6.09, 'deg': 120}",{'all': 51},1610118152.0,"{'country': 'PF', 'sunrise': 1610119763, 'sunset': 1610168081}",-36000.0,4034188.0,Moerai,200,{'1h': 0.14},,
"{'lon': 102.2655, 'lat': -3.8004}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 298.3, 'feels_like': 302.19, 'temp_min': 298.3, 'temp_max': 298.3, 'pressure': 1010, 'humidity': 86, 'sea_level': 1010, 'grnd_level': 1007}",10000.0,"{'speed': 1.65, 'deg': 33}",{'all': 100},1610118133.0,"{'country': 'ID', 'sunrise': 1610060851, 'sunset': 1610105231}",25200.0,1649150.0,Bengkulu,200,,,
"{'lon': -56.4461, 'lat': -14.4086}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 304.86, 'feels_like': 307.74, 'temp_min': 304.86, 'temp_max': 304.86, 'pressure': 1013, 'humidity': 54, 'sea_level': 1013, 'grnd_level': 981}",10000.0,"{'speed': 2.04, 'deg': 96}",{'all': 39},1610118228.0,"{'country': 'BR', 'sunrise': 1610097875, 'sunset': 1610144410}",-14400.0,3464724.0,Diamantino,200,{'1h': 0.56},,
"{'lon': 117.2808, 'lat': 31.8639}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 269.52, 'feels_like': 265.09, 'temp_min': 268.15, 'temp_max': 270.93, 'pressure': 1032, 'humidity': 63}",10000.0,"{'speed': 2, 'deg': 200}",{'all': 0},1610118228.0,"{'type': 1, 'id': 9661, 'country': 'CN', 'sunrise': 1610061111, 'sunset': 1610097761}",28800.0,1808722.0,Hefei,200,,,
,,,,,,,,,,,,404,,city not found,
"{'lon': -13.7586, 'lat': 13.7539}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 312.15, 'feels_like': 311.34, 'temp_min': 312.15, 'temp_max': 312.15, 'pressure': 1010, 'humidity': 17}",10000.0,"{'speed': 1.03, 'deg': 0}",{'all': 0},1610118228.0,"{'type': 1, 'id': 2437, 'country': 'SN', 'sunrise': 1610090449, 'sunset': 1610131341}",0.0,2244991.0,Tambacounda,200,,,
"{'lon': 57.6608, 'lat': -20.0064}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 299.26, 'feels_like': 301.02, 'temp_min': 299.26, 'temp_max': 299.26, 'pressure': 1008, 'humidity': 77}",10000.0,"{'speed': 4.02, 'deg': 124, 'gust': 8.94}",{'all': 14},1610118229.0,"{'type': 3, 'id': 2002134, 'country': 'MU', 'sunrise': 1610069863, 'sunset': 1610117635}",14400.0,934479.0,Grand Gaube,200,,,
"{'lon': -58.6167, 'lat': 6.4}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 301.15, 'feels_like': 306.75, 'temp_min': 301.15, 'temp_max': 301.15, 'pressure': 1013, 'humidity': 83}",10000.0,"{'speed': 1.03, 'deg': 0}",{'all': 40},1610118229.0,"{'type': 1, 'id': 8767, 'country': 'GY', 'sunrise': 1610100477, 'sunset': 1610142851}",-14400.0,3379507.0,Bartica,200,,,
"{'lon': -105.2211, 'lat': 39.7555}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 269.23, 'feels_like': 263.66, 'temp_min': 265.93, 'temp_max': 271.48, 'pressure': 1025, 'humidity': 63}",10000.0,"{'speed': 3.6, 'deg': 240}",{'all': 20},1610118229.0,"{'type': 1, 'id': 3444, 'country': 'US', 'sunrise': 1610115712, 'sunset': 1610149993}",-25200.0,5423294.0,Golden,200,,,
"{'lon': 40.9171, 'lat': 34.4506}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 286.9, 'feels_like': 282.96, 'temp_min': 286.9, 'temp_max': 286.9, 'pressure': 1023, 'humidity': 35, 'sea_level': 1023, 'grnd_level': 1001}",10000.0,"{'speed': 2.51, 'deg': 49}",{'all': 65},1610118229.0,"{'country': 'SY', 'sunrise': 1610079805, 'sunset': 1610115733}",7200.0,174448.0,Abu Kamal,200,,,
"{'lon': 21.5482, 'lat': 29.0331}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 295.57, 'feels_like': 293.3, 'temp_min': 295.57, 'temp_max': 295.57, 'pressure': 1018, 'humidity': 29, 'sea_level': 1018, 'grnd_level': 1013}",10000.0,"{'speed': 1.22, 'deg': 7}",{'all': 49},1610118229.0,"{'country': 'LY', 'sunrise': 1610083712, 'sunset': 1610121126}",7200.0,86049.0,Jalu,200,,,
"{'lon': -127.4199, 'lat': 50.6996}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 278.92, 'feels_like': 275.22, 'temp_min': 278.15, 'temp_max': 280.15, 'pressure': 1015, 'humidity': 93}",10000.0,"{'speed': 3.6, 'deg': 150}",{'all': 90},1610118229.0,"{'type': 1, 'id': 1011, 'country': 'CA', 'sunrise': 1610123356, 'sunset': 1610153007}",-28800.0,6111862.0,Port Hardy,200,{'1h': 0.19},,
"{'lon': 25.5701, 'lat': -33.918}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 298.15, 'feels_like': 298.32, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1012, 'humidity': 78}",10000.0,"{'speed': 5.66, 'deg': 190}",{'all': 40},1610118136.0,"{'type': 1, 'id': 1973, 'country': 'ZA', 'sunrise': 1610075756, 'sunset': 1610127150}",7200.0,964420.0,Port Elizabeth,200,,,
"{'lon': 150.4667, 'lat': -35.35}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 287.89, 'feels_like': 288, 'temp_min': 285.37, 'temp_max': 289.26, 'pressure': 1023, 'humidity': 94}",10000.0,"{'speed': 1.54, 'deg': 10}",{'all': 90},1610118137.0,"{'type': 1, 'id': 9594, 'country': 'AU', 'sunrise': 1610131994, 'sunset': 1610183795}",39600.0,2145554.0,Ulladulla,200,,,
"{'lon': -61.3485, 'lat': 45.6169}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 272.21, 'feels_like': 262.62, 'temp_min': 272.04, 'temp_max': 272.59, 'pressure': 999, 'humidity': 86}",10000.0,"{'speed': 10.29, 'deg': 300, 'gust': 14.4}",{'all': 90},1610118229.0,"{'type': 1, 'id': 876, 'country': 'CA', 'sunrise': 1610106294, 'sunset': 1610138345}",-14400.0,6111867.0,Port Hawkesbury,200,,,{'1h': 0.21}
"{'lon': 12.6333, 'lat': 6.4667}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 308.58, 'feels_like': 305.04, 'temp_min': 308.58, 'temp_max': 308.58, 'pressure': 1006, 'humidity': 10, 'sea_level': 1006, 'grnd_level': 916}",10000.0,"{'speed': 2.04, 'deg': 85}",{'all': 97},1610118230.0,"{'country': 'CM', 'sunrise': 1610083379, 'sunset': 1610125739}",3600.0,2221530.0,Tibati,200,,,
,,,,,,,,,,,,404,,city not found,
"{'lon': -74.7205, 'lat': -12.9896}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 290.15, 'feels_like': 289.56, 'temp_min': 290.15, 'temp_max': 290.15, 'pressure': 1029, 'humidity': 59}",10000.0,"{'speed': 0.51, 'deg': 0}",{'all': 40},1610118230.0,"{'type': 1, 'id': 8656, 'country': 'PE', 'sunrise': 1610102413, 'sunset': 1610148647}",-18000.0,3928317.0,Lircay,200,{'1h': 0.13},,
"{'lon': -8.332699999999999, 'lat': 40.1629}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 282.45, 'feels_like': 277.22, 'temp_min': 280.93, 'temp_max': 283.15, 'pressure': 1004, 'humidity': 41}",10000.0,"{'speed': 4.02, 'deg': 62, 'gust': 8.94}",{'all': 95},1610118230.0,"{'type': 3, 'id': 2013564, 'country': 'PT', 'sunrise': 1610092531, 'sunset': 1610126654}",0.0,2738381.0,Lata,200,,,
"{'lon': 84.4167, 'lat': 18.7667}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 293.97, 'feels_like': 294.33, 'temp_min': 293.97, 'temp_max': 293.97, 'pressure': 1013, 'humidity': 67, 'sea_level': 1013, 'grnd_level': 1010}",10000.0,"{'speed': 1.52, 'deg': 38}",{'all': 19},1610118230.0,"{'country': 'IN', 'sunrise': 1610067414, 'sunset': 1610107238}",19800.0,1260771.0,Palāsa,200,,,
"{'lon': 10.7288, 'lat': 10.3744}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 310.71, 'feels_like': 304.82, 'temp_min': 310.71, 'temp_max': 310.71, 'pressure': 1007, 'humidity': 9, 'sea_level': 1007, 'grnd_level': 971}",10000.0,"{'speed': 5.44, 'deg': 58}",{'all': 100},1610118230.0,"{'country': 'NG', 'sunrise': 1610084226, 'sunset': 1610125806}",3600.0,2347758.0,Bara,200,,,
"{'lon': -75.833, 'lat': 42.2506}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 267.5, 'feels_like': 262.21, 'temp_min': 265.93, 'temp_max': 268.71, 'pressure': 1018, 'humidity': 93}",10000.0,"{'speed': 3.6, 'deg': 320}",{'all': 90},1610118230.0,"{'type': 1, 'id': 3429, 'country': 'US', 'sunrise': 1610109103, 'sunset': 1610142491}",-18000.0,5110365.0,Broome,200,,,
"{'lon': -59.5333, 'lat': 13.0667}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 301.15, 'feels_like': 299.6, 'temp_min': 301.15, 'temp_max': 301.15, 'pressure': 1015, 'humidity': 69}",10000.0,"{'speed': 8.75, 'deg': 80}",{'all': 40},1610118230.0,"{'type': 1, 'id': 8772, 'country': 'BB', 'sunrise': 1610101366, 'sunset': 1610142402}",-14400.0,3373652.0,Oistins,200,,,
"{'lon': 55.4033, 'lat': 25.3573}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 294.08, 'feels_like': 290.36, 'temp_min': 293.71, 'temp_max': 294.26, 'pressure': 1019, 'humidity': 30}",10000.0,"{'speed': 3.09, 'deg': 110}",{'all': 0},1610118185.0,"{'type': 1, 'id': 7545, 'country': 'AE', 'sunrise': 1610075130, 'sunset': 1610113453}",14400.0,292672.0,Sharjah city,200,,,
,,,,,,,,,,,,404,,city not found,
"{'lon': 169.2667, 'lat': -19.55}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 299.52, 'feels_like': 302.17, 'temp_min': 299.52, 'temp_max': 299.52, 'pressure': 1007, 'humidity': 85, 'sea_level': 1007, 'grnd_level': 1007}",10000.0,"{'speed': 4.23, 'deg': 67}",{'all': 64},1610118157.0,"{'country': 'VU', 'sunrise': 1610129556, 'sunset': 1610177206}",39600.0,2136825.0,Isangel,200,,,
"{'lon': 112.3761, 'lat': -6.8767}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 299.64, 'feels_like': 303.41, 'temp_min': 299.64, 'temp_max': 299.64, 'pressure': 1008, 'humidity': 83, 'sea_level': 1008, 'grnd_level': 1008}",10000.0,"{'speed': 2.4, 'deg': 240}",{'all': 100},1610118231.0,"{'country': 'ID', 'sunrise': 1610058118, 'sunset': 1610103110}",25200.0,1633442.0,Paciran,200,{'1h': 1.332},,
"{'lon': 104.8333, 'lat': 10.9167}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 299.7, 'feels_like': 298.38, 'temp_min': 299.7, 'temp_max': 299.7, 'pressure': 1010, 'humidity': 56, 'sea_level': 1010, 'grnd_level': 1009}",10000.0,"{'speed': 5.31, 'deg': 45}",{'all': 37},1610118231.0,"{'country': 'KH', 'sunrise': 1610061691, 'sunset': 1610103158}",25200.0,1821939.0,Takeo,200,,,
"{'lon': -64.9, 'lat': -14.8333}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 301.15, 'feels_like': 304.91, 'temp_min': 301.15, 'temp_max': 301.15, 'pressure': 1013, 'humidity': 74}",10000.0,"{'speed': 2.06, 'deg': 310}",{'all': 100},1610118231.0,"{'type': 1, 'id': 8641, 'country': 'BO', 'sunrise': 1610099860, 'sunset': 1610146485}",-14400.0,3902377.0,La Santisima Trinidad,200,,,
,,,,,,,,,,,,404,,city not found,
"{'lon': 164.0167, 'lat': -20.2333}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 301.03, 'feels_like': 302.23, 'temp_min': 301.03, 'temp_max': 301.03, 'pressure': 1006, 'humidity': 79, 'sea_level': 1006, 'grnd_level': 1006}",10000.0,"{'speed': 6.5, 'deg': 70}",{'all': 0},1610118155.0,"{'country': 'NC', 'sunrise': 1610130739, 'sunset': 1610178543}",39600.0,2138555.0,Poum,200,,,
"{'lon': 50.1667, 'lat': -14.2667}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 300.15, 'feels_like': 303.3, 'temp_min': 300.15, 'temp_max': 300.15, 'pressure': 1008, 'humidity': 73, 'sea_level': 1008, 'grnd_level': 1007}",10000.0,"{'speed': 2.01, 'deg': 130}",{'all': 13},1610118231.0,"{'country': 'MG', 'sunrise': 1610072293, 'sunset': 1610118804}",10800.0,1056899.0,Sambava,200,,,
